time,date,code,open,high,low,close,volume,amount,adjustflag,RSI_Divergence,BB_Zvalue,Williams_%R,Volume_Average,ROC
2022-03-01 10:00:00,2022-03-01,sh.601828,8.45,8.47,8.43,8.45,785240.0,6636672.0,3.0,,,,,
2022-03-01 10:30:00,2022-03-01,sh.601828,8.44,8.57,8.44,8.52,1578530.0,13449489.0,3.0,,,,,
2022-03-01 11:00:00,2022-03-01,sh.601828,8.52,8.55,8.5,8.53,745510.0,6352698.0,3.0,,,,,0.8284023668639088
2022-03-01 11:30:00,2022-03-01,sh.601828,8.53,8.55,8.51,8.55,608320.0,5187770.0,3.0,,,,,0.11737089201877685
2022-03-01 13:30:00,2022-03-01,sh.601828,8.55,8.56,8.51,8.52,506100.0,4320210.0,3.0,,,,,0.234466588511153
2022-03-01 14:00:00,2022-03-01,sh.601828,8.52,8.53,8.49,8.49,414715.0,3526356.0,3.0,,,,,-0.35087719298246944
2022-03-01 14:30:00,2022-03-01,sh.601828,8.5,8.55,8.48,8.54,665685.0,5669337.0,3.0,,,,,-0.3521126760563305
2022-03-01 15:00:00,2022-03-01,sh.601828,8.54,8.56,8.53,8.55,635546.0,5433935.0,3.0,,,,,0.588928150765594
2022-03-02 10:00:00,2022-03-02,sh.601828,8.5,8.53,8.48,8.52,359010.0,3054901.0,3.0,,,,,0.11709601873538132
2022-03-02 10:30:00,2022-03-02,sh.601828,8.52,8.54,8.5,8.51,311710.0,2654523.0,3.0,,,,,-0.35087719298246944
2022-03-02 11:00:00,2022-03-02,sh.601828,8.51,8.53,8.5,8.52,415100.0,3532510.0,3.0,,,,,-0.11737089201877685
2022-03-02 11:30:00,2022-03-02,sh.601828,8.52,8.53,8.49,8.5,431780.0,3672758.0,3.0,,,,,0.11750881316098458
2022-03-02 13:30:00,2022-03-02,sh.601828,8.5,8.52,8.5,8.52,294800.0,2508629.0,3.0,,,,,-0.2347417840375537
2022-03-02 14:00:00,2022-03-02,sh.601828,8.51,8.53,8.5,8.53,115389.0,982612.0,3.0,,,,,0.23529411764705382
2022-03-02 14:30:00,2022-03-02,sh.601828,8.53,8.56,8.51,8.54,354944.0,3031235.0,3.0,,,-28.571428571429113,,0.11737089201877685
2022-03-02 15:00:00,2022-03-02,sh.601828,8.54,8.57,8.52,8.57,446030.0,3817519.0,3.0,,,-23.076923076923812,,0.1172332942555661
2022-03-03 10:00:00,2022-03-03,sh.601828,8.52,8.63,8.52,8.57,608470.0,5227263.0,3.0,,,-0.0,,0.3512880562061024
2022-03-03 10:30:00,2022-03-03,sh.601828,8.57,8.58,8.56,8.56,326731.0,2799201.0,3.0,,,-40.000000000000234,,0.0
2022-03-03 11:00:00,2022-03-03,sh.601828,8.57,8.57,8.56,8.57,157700.0,1350515.0,3.0,,,-46.66666666666674,,-0.11668611435238958
2022-03-03 11:30:00,2022-03-03,sh.601828,8.57,8.58,8.56,8.56,320010.0,2741149.0,3.0,,,-40.000000000000234,,0.11682242990653956
2022-03-03 13:30:00,2022-03-03,sh.601828,8.56,8.57,8.55,8.56,339000.0,2901788.0,3.0,,0.9588483214603459,-46.66666666666674,504066.0,-0.11668611435238958
2022-03-03 14:00:00,2022-03-03,sh.601828,8.56,8.57,8.54,8.57,463660.0,3964859.0,3.0,,0.9742385027983398,-46.66666666666674,481754.0,0.0
2022-03-03 14:30:00,2022-03-03,sh.601828,8.57,8.61,8.57,8.6,376750.0,3237557.0,3.0,,1.244989959798919,-40.000000000000234,426010.5,0.11682242990653956
2022-03-03 15:00:00,2022-03-03,sh.601828,8.6,8.6,8.57,8.6,522350.0,4485112.0,3.0,,2.0346058800943845,-21.428571428572155,407572.5,0.3500583430571687
2022-03-04 10:00:00,2022-03-04,sh.601828,8.59,8.59,8.45,8.51,911200.0,7737767.0,3.0,,1.772204949353734,-21.428571428572155,403274.0,0.0
2022-03-04 10:30:00,2022-03-04,sh.601828,8.51,8.56,8.46,8.53,642210.0,5469399.0,3.0,,-1.0940129111677062,-66.66666666666666,423529.0,-1.0465116279069753
2022-03-04 11:00:00,2022-03-04,sh.601828,8.53,8.63,8.51,8.6,645039.0,5530872.0,3.0,,-0.5676172558268936,-55.55555555555588,434903.75,0.23501762632196915
2022-03-04 11:30:00,2022-03-04,sh.601828,8.6,8.62,8.55,8.57,418400.0,3595395.0,3.0,0.04793753807677264,1.6099242563734717,-16.666666666667158,433871.45,0.8206330597889835
2022-03-04 13:30:00,2022-03-04,sh.601828,8.57,8.57,8.53,8.54,450577.0,3848736.0,3.0,-0.06233971422153718,0.615108290429626,-33.33333333333333,423014.15,-0.34883720930231815
2022-03-04 14:00:00,2022-03-04,sh.601828,8.54,8.56,8.51,8.53,352910.0,3010860.0,3.0,-0.15276807388298183,-0.37100838257347174,-50.00000000000049,427592.5,-0.3500583430571894
2022-03-04 14:30:00,2022-03-04,sh.601828,8.53,8.57,8.52,8.54,475700.0,4063418.0,3.0,-0.2450847516255859,-0.7527563488711317,-55.55555555555588,429652.5,-0.1170960187353605
2022-03-04 15:00:00,2022-03-04,sh.601828,8.54,8.56,8.51,8.55,751200.0,6411402.0,3.0,-0.20420828108838354,-0.4644141184038252,-50.00000000000049,432682.5,0.1172332942555661
2022-03-07 10:00:00,2022-03-07,sh.601828,8.53,8.53,8.46,8.49,586150.0,4978210.0,3.0,-0.14756629515439185,-0.2286778913267687,-44.444444444444116,448653.5,0.11709601873538132
2022-03-07 10:30:00,2022-03-07,sh.601828,8.49,8.52,8.48,8.5,493710.0,4194695.0,3.0,-0.28763267457927616,-2.2161085260131768,-77.77777777777744,463221.0,-0.701754385964918
2022-03-07 11:00:00,2022-03-07,sh.601828,8.5,8.52,8.49,8.49,358200.0,3047141.0,3.0,-0.21680820925400981,-1.7021893036981797,-72.22222222222206,482137.05,0.1177856301531188
2022-03-07 11:30:00,2022-03-07,sh.601828,8.49,8.52,8.46,8.5,1128410.0,9567890.0,3.0,-0.22186832322129657,-1.7741289069829271,-77.77777777777744,482299.85,-0.11764705882352691
2022-03-07 13:30:00,2022-03-07,sh.601828,8.5,8.65,8.48,8.59,1071780.0,9179251.0,3.0,-0.20624331922058828,-1.3218682058758031,-72.22222222222206,516418.85,0.1177856301531188
2022-03-07 14:00:00,2022-03-07,sh.601828,8.59,8.59,8.51,8.55,715341.0,6111966.0,3.0,-0.0225886590630834,1.1505201790775224,-30.00000000000009,539584.35,1.0588235294117632
2022-03-07 14:30:00,2022-03-07,sh.601828,8.55,8.59,8.53,8.58,1026500.0,8792578.0,3.0,-0.05999549553123788,0.06868028197438014,-49.99999999999956,559014.85,-0.46565774155994355
2022-03-07 15:00:00,2022-03-07,sh.601828,8.55,8.58,8.52,8.55,984536.0,8417633.0,3.0,0.19905466783935008,0.8697437101275703,-36.842105263158146,602454.85,0.3508771929824486
2022-03-08 10:00:00,2022-03-08,sh.601828,8.54,8.54,8.4,8.43,1017850.0,8606127.0,3.0,0.0840111705706609,0.06814107612970534,-52.631578947368375,635681.15,-0.3496503496503422
2022-03-08 10:30:00,2022-03-08,sh.601828,8.43,8.49,8.4,8.47,518524.0,4376550.0,3.0,-0.2906154620735665,-2.469717585169453,-88.00000000000026,669623.65,-1.403508771929836
2022-03-08 11:00:00,2022-03-08,sh.601828,8.47,8.49,8.4,8.4,548940.0,4628827.0,3.0,-0.10852412568592652,-1.402435415645589,-71.99999999999989,672366.85,0.47449584816133955
2022-03-08 11:30:00,2022-03-08,sh.601828,8.4,8.41,8.3,8.36,632016.0,5280542.0,3.0,-0.15716665354171416,-2.3530372162312303,-100.0,680976.35,-0.8264462809917389
2022-03-08 13:30:00,2022-03-08,sh.601828,8.36,8.42,8.36,8.39,214110.0,1795780.0,3.0,-0.19012305115609393,-2.4729920072595526,-82.8571428571432,686459.65,-0.47619047619048716
2022-03-08 14:00:00,2022-03-08,sh.601828,8.38,8.44,8.38,8.43,533390.0,4484402.0,3.0,-0.12758819638853472,-1.7307298242757645,-74.2857142857143,651605.15,0.35885167464116197
2022-03-08 14:30:00,2022-03-08,sh.601828,8.43,8.43,8.34,8.34,674090.0,5640844.0,3.0,-0.04354619805820731,-1.0410695141284811,-62.8571428571431,646164.15,0.4767580452920041
2022-03-08 15:00:00,2022-03-08,sh.601828,8.34,8.35,8.31,8.32,977186.0,8135961.0,3.0,-0.08612304132651247,-1.996965982266166,-88.5714285714288,647616.7,-1.0676156583629877
2022-03-09 10:00:00,2022-03-09,sh.601828,8.37,8.37,8.13,8.18,1611174.0,13217990.0,3.0,-0.1274683252963286,-1.9296715352239295,-94.2857142857144,675556.0,-0.23980815347721313
2022-03-09 10:30:00,2022-03-09,sh.601828,8.16,8.19,8.14,8.15,793500.0,6474011.0,3.0,-0.2575018553679032,-2.6928055607537162,-90.38461538461559,733585.85,-1.6826923076923146
2022-03-09 11:00:00,2022-03-09,sh.601828,8.15,8.17,8.08,8.09,914400.0,7431310.0,3.0,-0.2903612205233606,-2.3583289487209287,-96.15384615384623,755615.35,-0.3667481662591609
2022-03-09 11:30:00,2022-03-09,sh.601828,8.09,8.14,8.02,8.03,747260.0,6032559.0,3.0,-0.5252087691545789,-2.28610214983418,-98.03921568627455,777550.35,-0.736196319018411
2022-03-09 13:30:00,2022-03-09,sh.601828,8.03,8.04,7.9,7.91,1364410.0,10889599.0,3.0,-0.5118058275999737,-2.2079739150460687,-98.24561403508775,777353.35,-0.7416563658838133
2022-03-09 14:00:00,2022-03-09,sh.601828,7.91,7.91,7.61,7.8,2067930.0,16096531.0,3.0,-0.6205979506540792,-2.332547734654596,-98.52941176470591,816266.35,-1.4943960149439506
2022-03-09 14:30:00,2022-03-09,sh.601828,7.8,7.85,7.68,7.79,1512535.0,11759964.0,3.0,-0.6175650695985472,-2.312719424530862,-79.56989247311832,894977.35,-1.390644753476616
2022-03-09 15:00:00,2022-03-09,sh.601828,7.79,7.95,7.79,7.91,1327054.0,10448040.0,3.0,-0.5469737883329994,-1.9777222995490544,-79.54545454545458,952694.1,-0.12820512820512547
2022-03-10 10:00:00,2022-03-10,sh.601828,8.03,8.05,7.91,7.99,1471840.0,11754677.0,3.0,-0.24636957802841475,-1.343470765987236,-65.90909090909093,962626.3,1.5404364569961502
2022-03-10 10:30:00,2022-03-10,sh.601828,8.0,8.01,7.98,7.99,403900.0,3229161.0,3.0,0.08456185497433012,-0.9434482786811809,-54.21686746987948,982629.3,1.011378002528446
2022-03-10 11:00:00,2022-03-10,sh.601828,7.99,8.02,7.99,8.01,324980.0,2602963.0,3.0,0.1492045795727518,-0.8542674569398565,-54.21686746987948,967057.25,0.0
2022-03-10 11:30:00,2022-03-10,sh.601828,8.01,8.03,7.98,8.01,357000.0,2859088.0,3.0,0.14555721871246804,-0.6969742377846941,-51.80722891566266,931981.25,0.25031289111388705
2022-03-10 13:30:00,2022-03-10,sh.601828,8.01,8.03,8.0,8.03,460524.0,3691789.0,3.0,0.05860227704506935,-0.6212139210862179,-51.219512195121986,900604.45,0.0
2022-03-10 14:00:00,2022-03-10,sh.601828,8.02,8.16,7.98,8.16,1154676.0,9329264.0,3.0,0.28793308226491676,-0.4612656040144513,-44.7368421052632,872738.15,0.249687890137323
2022-03-10 14:30:00,2022-03-10,sh.601828,8.16,8.19,8.1,8.11,514954.0,4193593.0,3.0,0.7181826003380515,0.2255066959057373,-27.63157894736834,904545.75,1.6189290161893002
2022-03-10 15:00:00,2022-03-10,sh.601828,8.11,8.12,8.08,8.08,727485.0,5889973.0,3.0,0.8257075598200277,0.05255883312276422,-13.793103448275893,902846.45,-0.6127450980392244
2022-03-11 10:00:00,2022-03-11,sh.601828,8.03,8.04,7.82,7.97,931585.0,7363804.0,3.0,0.7398570163663533,-0.03330413198446894,-18.96551724137924,907619.9,-0.369913686806404
2022-03-11 10:30:00,2022-03-11,sh.601828,7.98,7.99,7.87,7.89,818096.0,6486009.0,3.0,0.5340519168477007,-0.569394964701318,-37.93103448275863,943493.65,-1.3613861386138653
2022-03-11 11:00:00,2022-03-11,sh.601828,7.89,7.97,7.87,7.94,958800.0,7589490.0,3.0,0.4109805468212011,-1.0053968815062038,-51.72413793103452,957728.95,-1.0037641154328742
2022-03-11 11:30:00,2022-03-11,sh.601828,7.94,7.96,7.87,7.9,943400.0,7468481.0,3.0,0.5895905703584057,-0.599049290254597,-43.10344827586198,971964.45,0.6337135614702245
2022-03-11 13:30:00,2022-03-11,sh.601828,7.9,7.93,7.86,7.89,354740.0,2794010.0,3.0,0.5825698320297413,-0.8703103167570581,-56.86274509803907,970275.15,-0.5037783375314866
2022-03-11 14:00:00,2022-03-11,sh.601828,7.89,8.0,7.89,7.98,447900.0,3558314.0,3.0,0.45514850251089056,-0.8803222289541581,-75.00000000000006,907453.45,-0.12658227848102122
2022-03-11 14:30:00,2022-03-11,sh.601828,7.98,8.09,7.95,8.07,545400.0,4370152.0,3.0,0.32411887679016843,0.06159625045138503,-56.75675675675663,890173.45,1.1406844106463974
2022-03-11 15:00:00,2022-03-11,sh.601828,8.07,8.08,8.04,8.06,430960.0,3472695.0,3.0,0.2794318801625869,1.0077841563581325,-32.43243243243229,871723.45,1.1278195488721787
2022-03-14 10:00:00,2022-03-14,sh.601828,7.97,8.07,7.95,8.05,622950.0,4998048.0,3.0,0.21182215381552177,0.8777100552397911,-35.135135135134945,855908.45,-0.12391573729863428
2022-03-14 10:30:00,2022-03-14,sh.601828,8.04,8.04,7.99,7.99,377500.0,3023116.0,3.0,0.12477452521096401,0.7021050745870293,-37.83783783783759,818835.45,-0.12406947890818594
2022-03-14 11:00:00,2022-03-14,sh.601828,7.99,7.99,7.96,7.97,233800.0,1864975.0,3.0,0.0029305480309109963,-0.011400734230923252,-54.05405405405398,734313.95,-0.7453416149068385
2022-03-14 11:30:00,2022-03-14,sh.601828,7.98,7.98,7.9,7.94,602710.0,4784276.0,3.0,-0.07139447501505557,-0.4043265060792451,-59.45945945945952,670377.2,-0.25031289111389815
2022-03-14 13:30:00,2022-03-14,sh.601828,7.94,7.99,7.9,7.93,350800.0,2783772.0,3.0,-0.3122751443033978,-0.8474859716483183,-67.56756756756747,634160.0,-0.37641154328731946
2022-03-14 14:00:00,2022-03-14,sh.601828,7.93,7.95,7.92,7.94,370703.0,2941432.0,3.0,-0.2588059492201024,-0.9220889119119913,-63.3333333333334,578108.0,-0.12594458438288003
2022-03-14 14:30:00,2022-03-14,sh.601828,7.94,7.96,7.9,7.95,442000.0,3500744.0,3.0,-0.1933491356590889,-0.7424926509992138,-55.55555555555544,576448.15,0.1261034047919379
2022-03-14 15:00:00,2022-03-14,sh.601828,7.95,7.96,7.87,7.88,691100.0,5460970.0,3.0,-0.0056298158390381894,-0.565593664897136,-60.86956521739128,582299.15,0.12594458438286885
2022-03-15 10:00:00,2022-03-15,sh.601828,7.88,7.89,7.57,7.6,2301460.0,17675466.0,3.0,0.003528023302400611,-1.3320444245666183,-91.30434782608712,599004.15,-0.8805031446540916
2022-03-15 10:30:00,2022-03-15,sh.601828,7.61,7.69,7.6,7.65,855010.0,6542115.0,3.0,-0.42586171066380984,-3.122005689060848,-94.23076923076935,691050.95,-3.55329949238579
2022-03-15 11:00:00,2022-03-15,sh.601828,7.65,7.76,7.64,7.7,940320.0,7248889.0,3.0,-0.26580129727685997,-2.2741758868235538,-84.6153846153846,676067.65,0.6578947368421146
2022-03-15 11:30:00,2022-03-15,sh.601828,7.7,7.74,7.6,7.62,910530.0,6971299.0,3.0,-0.1381024431568013,-1.6673611952123235,-75.0,697335.95,0.6535947712418277
2022-03-15 13:30:00,2022-03-15,sh.601828,7.62,7.62,7.56,7.57,814390.0,6174416.0,3.0,-0.3598725050232822,-1.9498708745571853,-90.3846153846154,706488.2,-1.0389610389610398
2022-03-15 14:00:00,2022-03-15,sh.601828,7.57,7.6,7.49,7.51,1382223.0,10436025.0,3.0,-0.5868372184184745,-1.9384178817867992,-98.07692307692295,700628.45,-0.6561679790026224
2022-03-15 14:30:00,2022-03-15,sh.601828,7.51,7.52,7.42,7.46,674790.0,5043776.0,3.0,-0.582925782394481,-1.9526455317119853,-96.5517241379311,728834.8,-0.7926023778071399
